Name,City,Cuisine Style,Ranking,Restaurants Count,Ranking Normalized,Rating,Price Range,Number of Reviews
Zia,Berlin,"Italian, Pizza, European, Contemporary",2348,7127,0.3294513820681914,4.0,$,50
El Pescador,Madrid,"Mediterranean, Spanish",3042,10890,0.2793388429752066,3.5,$$ - $$$,224
Briciole pizzabar,Athens,Italian,1728,2438,0.7087776866283839,4.0,$,9
Restaurant Man Go,Barcelona,"Spanish, Seafood",7738,9312,0.8309707903780069,3.0,$$ - $$$,37
Club 20457,Hamburg,"Bar, Pub",1738,3157,0.5505226480836237,5.0,$,3
Papryczka Pizza&Restaurant,Warsaw,Italian,750,3007,0.2494180246092451,4.0,$$ - $$$,41
Cafe Uetli,Zurich,Cafe,1396,1795,0.777715877437326,3.5,$$ - $$$,5
Cerveceria Berlin,Barcelona,FEATURES,8459,9312,0.908397766323024,2.0,$,34
coa Wok & Bowls,Berlin,"Asian, Vietnamese, Vegetarian Friendly, Vegan Options, Gluten Free Options",2463,7127,0.3455872035919742,3.5,$$ - $$$,605
Trobador Ferran,Barcelona,"Mediterranean, European, Spanish",2966,9312,0.31851374570446733,3.5,$$ - $$$,265
La Mensa,Lisbon,"Italian, European, Portuguese",2265,4685,0.4834578441835646,4.5,$$ - $$$,14
Sakura Sushi,Dublin,"Japanese, Sushi, Asian",1114,2313,0.4816255944660614,4.5,$$ - $$$,17
The Honest Sausage,London,"American, Cafe",14006,19359,0.7234877834598895,3.5,$,16
Casa Piluca,Madrid,Spanish,2120,10890,0.19467401285583102,4.5,$$ - $$$,56
Il Liberty,Milan,"Italian, Seafood, Mediterranean, European, Lombard, Northern-Italian, Contemporary",303,7025,0.04313167259786477,4.0,$$$$,586
Il Trespolo,Milan,"Italian, Pizza, Seafood",3517,7025,0.5006405693950178,3.5,$$ - $$$,103
Big Chill Kings Cross,London,"American, Bar, British",4466,19359,0.23069373418048453,4.0,$$ - $$$,237
Subway Jatkasaari,Helsinki,"Fast Food, American",1161,1474,0.7876526458616011,3.0,$,13
VINO e FOCACCIA - Cocktail & Wine Bar,Rome,"Italian, Bar, Cafe, Mediterranean, European",4443,10586,0.4197052711127905,3.5,$$ - $$$,404
La Taverna dei Golosi,Milan,"Local cuisine, Italian, Seafood, Mediterranean, European",762,7025,0.10846975088967971,4.0,$$ - $$$,756
Riveira II,Madrid,"Spanish, Seafood",6826,10890,0.6268135904499541,3.0,$$ - $$$,17
Off Broadway,London,"Bar, Pub",9388,19359,0.48494240404979594,3.5,$$ - $$$,34
Zara Cafe,London,Ethiopian,10398,19359,0.5371145203781187,4.5,$,6
Florentina Boat Hotel-Restaurace,Prague,"European, Czech",1888,5235,0.3606494746895893,4.0,$$ - $$$,15
Hosteria Scalella,Rome,"Italian, Mediterranean",4101,10586,0.38739845078405444,4.0,$$ - $$$,64
Piccola Ischia,Milan,"Italian, Pizza, Neapolitan, Campania, Southern-Italian",1469,7025,0.2091103202846975,4.0,$,312
Eufemia Bar,Oslo,"Bar, European, Pub, Norwegian",170,1306,0.13016845329249618,4.0,$$ - $$$,80
Le Due Specialita,Milan,"Italian, Mediterranean, Egyptian",4260,7025,0.606405693950178,4.0,$,18
L’Oriental,Paris,Moroccan,5004,16668,0.3002159827213823,4.5,$$$$,64
Le Relais Charbon,Paris,"French, Bar, Cafe, European",3267,16668,0.19600431965442763,4.0,$$ - $$$,102
Trattoria Gliamici,Rome,Italian,5459,10586,0.5156810882297373,4.0,$$ - $$$,49
Trafalgar Cafe,London,"Cafe, British",6272,19359,0.32398367684281215,4.5,$,40
BocaBoca Tapas&Cocktails,Barcelona,"Mediterranean, Spanish, European",356,9312,0.03823024054982818,4.5,$$ - $$$,158
Chinese Restaurant Zhong Hua,Ljubljana,"Chinese, Asian",72,581,0.12392426850258176,4.5,$,72
La Porchetta,London,"Italian, Pizza",8064,19359,0.4165504416550442,3.5,$$ - $$$,240
Restaurante Macao,Barcelona,"Chinese, Asian",2325,9312,0.2496778350515464,4.5,$,53
Picus,Barcelona,Mediterranean,5087,9312,0.5462843642611683,3.5,$$ - $$$,34
Asia Grill,Brussels,Asian,1250,3526,0.35450935904707886,4.0,$,30
Luna Rossa,Madrid,"Italian, European, Neapolitan, Campania, Southern-Italian, Mediterranean",1037,10890,0.09522497704315887,4.0,$$ - $$$,381
La Villetta,Munich,Italian,2087,3020,0.6910596026490067,4.0,$$ - $$$,17
Convivium,Rome,"Italian, Pizza",2057,10586,0.19431324390704705,4.5,$,115
Bloomsday bar,Barcelona,"Bar, Pub, European, Spanish",6813,9312,0.7316365979381443,3.0,$$ - $$$,25
Olio Design,Geneva,Italian,1315,1674,0.7855436081242533,3.0,$,6
EK Bistro,Ljubljana,"Local cuisine, Cafe, European, Central European, Vegetarian Friendly",8,581,0.013769363166953529,4.5,$$ - $$$,297
Le Boeuf Maillot,Paris,"French, European",2233,16668,0.13396928245740342,4.0,$$ - $$$,215
Ola Lisboa,Lisbon,"Portuguese, European",258,4685,0.055069370330843116,4.5,$,123
STHLM Brunch Club,Stockholm,"British, Cafe, European, Vegetarian Friendly, Vegan Options",121,2880,0.04201388888888889,4.0,$$ - $$$,243
Que trabaje Rita,Madrid,Spanish,8780,10890,0.8062442607897153,3.0,$$ - $$$,36
Mit Lille Kokken,Frederiksberg,Deli,114,212,0.5377358490566038,4.0,$,7
Am Clubhaus op der Spora,Luxembourg City,"Japanese, Sushi, Asian",155,715,0.21678321678321677,4.0,$$ - $$$,105
Le porte pot,Paris,"Local cuisine, French, European, Wine Bar, Vegetarian Friendly",1454,16668,0.08723302135829133,4.5,$$ - $$$,179
Germaine,Paris,"Cafe, French",7322,16668,0.4392848572114231,4.0,$$ - $$$,19
Au Clair de Lune,Paris,"French, Tunisian, Algerian, Moroccan, Mediterranean, African",3651,16668,0.21904247660187184,4.0,$$ - $$$,104
Ristorante - Enoteca Carpe Diem,Berlin,Italian,3452,7127,0.48435526869650625,4.0,$$ - $$$,24
Budapest Bagel,Budapest,"Fast Food, European",57,145,0.3931034482758621,4.0,$,120
Leader Sushi,Paris,"Japanese, Sushi, Asian",11365,16668,0.6818454523638109,3.0,$$ - $$$,69
Confluence Sushi,Lyon,"Japanese, Sushi, Asian",805,2705,0.2975970425138632,4.5,$$ - $$$,58
Waffle Jack's American Diner,London,American,1550,19359,0.08006611911772302,4.5,$,260
French Home,Paris,"American, French",7881,16668,0.47282217422606193,3.5,$$ - $$$,48
Bar Gold,Milan,FEATURES,3876,7025,0.5517437722419929,4.0,$,12
Fat Boy tacos y burritos,Madrid,Mexican,7012,10890,0.6438934802571166,4.0,$,5
Plaza Grill,Copenhagen,"European, Scandinavian, Danish",787,2333,0.3373339048435491,4.0,$$ - $$$,101
Eiscafe Promenade,Berlin,Italian,6191,7127,0.8686684439455591,3.5,$$ - $$$,6
Soppakeittio,Helsinki,"Seafood, European, Soups, Scandinavian, International",4,90,0.044444444444444446,4.5,$,308
Le Jardin d'en Face,Paris,"Local cuisine, French, European, Vegetarian Friendly",483,16668,0.028977681785457163,4.5,$$ - $$$,630
Il Gianfornaio - EUR,Rome,"Italian, Pizza, International",3624,10586,0.34233893822029093,4.0,$,201
Co-ma Bistro,Copenhagen,"Pizza, Bar, Healthy",381,2333,0.16330904414916417,4.0,$$ - $$$,121
Pizza Pazza,Madrid,"Italian, Pizza",1289,10890,0.11836547291092746,4.5,$$ - $$$,133
Baby Grill,Madrid,Spanish,4606,10890,0.42295684113865933,3.5,$$ - $$$,15
Stempel - Bar & Kitchen,Copenhagen,"Bar, Cafe, European, International",85,2333,0.036433776253750536,4.5,$$ - $$$,303
Buzina,Lisbon,"European, Portuguese",4246,4685,0.9062966915688367,2.5,$,9
La Mamounia Bcn,Barcelona,"Moroccan, Middle Eastern",6970,9312,0.7484965635738832,3.0,$$ - $$$,125
Tan Dinh,Paris,"Asian, Vietnamese",6196,16668,0.3717302615790737,4.0,$$$$,136
Le Dolores,Brussels,,2850,3526,0.8082813386273398,3.5,$$ - $$$,10
Boria,Barcelona,"Mediterranean, European, Spanish",3849,9312,0.41333762886597936,3.5,$$ - $$$,129
LA BRASA ROJA,Barcelona,"Peruvian, South American",5178,9312,0.5560567010309279,3.5,$,48
Nous Paradis,Paris,"Vegetarian Friendly, Vegan Options, Gluten Free Options",3068,16668,0.18406527477801776,4.5,$$ - $$$,79
Dampf & Zucker,Berlin,"International, Contemporary, Healthy",4977,7127,0.6983302932510173,4.5,$,2
Jack Doyle's Irish Pub & Restaurant Budapest,Budapest,"Irish, Bar, European, Pub, Vegetarian Friendly",300,2933,0.10228435049437436,4.0,$$ - $$$,625
Tai Buffet,London,Chinese,14257,19359,0.7364533292008885,3.5,$,7
Sway Bar,London,"Bar, British, European",7746,19359,0.4001239733457307,3.5,$$ - $$$,429
Papizza Moncloa,Madrid,"Italian, Pizza",7572,10890,0.6953168044077135,3.5,$$ - $$$,2
Asta 3,London,,13775,19359,0.7115553489333126,3.0,$,9
Paraiso del Jamon III,Madrid,Spanish,3915,10890,0.359504132231405,4.0,$,24
Dakota,Dublin,"Local cuisine, Irish, Bar, European, Pub, Vegetarian Friendly",563,2313,0.24340683095546908,3.5,$$ - $$$,476
La Cour Jardin,Paris,"French, European",1983,16668,0.11897048236141108,4.5,$$$$,145
Bebel,Milan,"Local cuisine, Italian, Pizza, Seafood, Mediterranean, Vegetarian Friendly",689,7025,0.09807829181494662,4.0,$$ - $$$,345
Merenda Sinoira,Barcelona,"Italian, Street Food",3473,9312,0.37295962199312716,5.0,$,17
Les Fontaines,Paris,"French, Bar, European",8044,16668,0.4826013918886489,3.5,$$ - $$$,196
Restaurante El Hornero,Barcelona,"Spanish, Pizza",5811,9312,0.6240335051546392,3.5,$,18
TONG,Stockholm,Chinese,1196,2880,0.4152777777777778,3.5,$$$$,29
Le Rech,Paris,"French, Seafood, European",1501,16668,0.09005279577633789,4.0,$$$$,552
Cafe de la Coulouvreniere,Geneva,"Swiss, French, European",499,1674,0.2980884109916368,4.5,$$ - $$$,30
Spit and Sawdust,London,"Bar, Pub",5306,19359,0.2740844051862183,4.5,$$ - $$$,34
Il Mondo,Berlin,"Italian, Mediterranean, European, Central European",1627,7127,0.2282867966886488,4.0,$$ - $$$,46
Bakaliko Greek-Deli,Copenhagen,"Mediterranean, European, Greek",725,2333,0.31075867981140165,4.0,$$ - $$$,77
Bar Tabacchi Punto 3,Milan,"Brew Pub, Cafe, Wine Bar",5559,7025,0.7913167259786477,4.5,$,3
Le Cafe Fusain,Paris,French,8411,16668,0.5046196304295656,3.5,$$ - $$$,46
Nou Can Tipa,Barcelona,"Seafood, European",8214,9312,0.8820876288659794,2.5,$,43
Chris’s Fish Bar,London,British,10860,19359,0.5609793894312722,5.0,$,3
Annchen von Tharau,Berlin,German,3460,7127,0.4854777606285955,4.5,$,10
Alte Dorfaue,Berlin,German,5908,7127,0.8289602918479023,3.5,$,3
Le Petit Cafe,Dublin,"Cafe, Deli",102,259,0.3938223938223938,4.5,$,51
CasaRita,Rome,"Italian, Mediterranean",1495,10586,0.14122425845456263,4.5,$$ - $$$,92
Pivnice Pod Petrinem,Prague,"Bar, European, Pub, Czech, Eastern European, Central European",935,5235,0.17860553963705827,4.0,$,191
Do Brasil,Amsterdam,"Steakhouse, Brazilian",1790,3854,0.4644525168655942,3.5,$$ - $$$,192
BFI Riverfront,London,"Bar, British, International",14887,19359,0.7689963324551888,3.0,$$ - $$$,354
Dean & David,Munich,"Fast Food, Healthy",33,54,0.6111111111111112,3.5,$,66
Legumes,Stockholm,"Mediterranean, Middle Eastern",177,2880,0.06145833333333333,4.5,$,137
Noize,London,"French, European",1015,19359,0.0524303941319283,4.5,$$ - $$$,88
Hansekai,Hamburg,"International, Grill, Bar, Mediterranean, Pub",608,3157,0.19258789990497308,4.5,$$ - $$$,39
O'Sfizio,Vienna,Italian,1782,3953,0.4507968631419175,4.0,$$ - $$$,25
Claro Bistro,Budapest,"Local cuisine, European, Hungarian, Bar, Eastern European, Central European",561,2933,0.19127173542448006,4.5,$$ - $$$,146
Le New's,Paris,Italian,15039,16668,0.902267818574514,2.0,$$ - $$$,16
Le Domaine Leopold,Paris,"French, European",7463,16668,0.44774418046556275,4.0,$$ - $$$,75
Etoile Cafe,Milan,Meals,6168,7025,0.8780071174377224,4.5,$,4
Zenkichi,Berlin,,103,7127,0.01445208362564894,4.5,$$$$,277
Au Gout Dujour,Paris,"Local cuisine, French, European, Vegan Options, Gluten Free Options",1554,16668,0.09323254139668827,4.5,$$ - $$$,208
Restaurant,Dublin,"Pizza, Seafood",1798,2313,0.7773454388240381,5.0,$,1
Nterlicatessen,Athens,Greek,1631,2438,0.6689909762100082,3.5,$,19
Hisop,Barcelona,"Mediterranean, European, Spanish, Contemporary",777,9312,0.08344072164948453,4.0,$$$$,721
Bar Vinoteca La Herradura,Madrid,Spanish,8735,10890,0.8021120293847567,3.0,$$ - $$$,15
Semz Cafe,London,"Cafe, British",10948,19359,0.5655250787747301,4.0,$,13
Ristorante Il Borgo,Rome,"Seafood, Italian, Pizza, Grill, Romana, Lazio, Central-Italian",4209,10586,0.39760060457207635,3.5,$$ - $$$,249
Crystal Palace,London,"Turkish, Middle Eastern",7682,19359,0.3968180174595795,4.5,$$ - $$$,21
La Piazza,Paris,"Italian, European",11410,16668,0.6845452363810896,3.5,$$ - $$$,62
Pappadom,London,Indian,14508,19359,0.7494188749418875,4.0,$$ - $$$,1
Edamame Vegan Sushi,Warsaw,"Japanese, Sushi, Asian",330,3007,0.10974393082806784,4.5,$$ - $$$,51
La Petite Poule,London,French,13769,19359,0.711245415568986,4.0,$$ - $$$,2
Carlo's Kitchen,London,"Italian, Cafe, European, Vegetarian Friendly, Vegan Options",4090,19359,0.21127124334934655,4.0,$$ - $$$,169
Virgen del Cisne,Madrid,"South American, Ecuadorean",8384,10890,0.769880624426079,3.0,$,1
Yiamas Taverna of London,London,,11749,19359,0.6069011829123405,5.0,$$ - $$$,4
Grand Cafe,Budapest,"Cafe, European",2270,2933,0.7739515854074327,3.0,$$ - $$$,89
Terrasse 17,Paris,"French, Bar, European, Pub",9360,16668,0.5615550755939525,3.5,$$ - $$$,173
L' Oasis,Paris,"Moroccan, Mediterranean",9937,16668,0.5961723062155028,4.0,$,15
Cavaclub,Berlin,Spanish,4871,7127,0.6834572751508349,5.0,$,2
Magicka Zahrada Nouveau,Prague,"European, Central European, Mediterranean, Czech",1435,5235,0.27411652340019105,4.5,$$ - $$$,34
Cafe Montparnasse,Paris,"French, Bar, Cafe, European",6095,16668,0.3656707463402928,3.5,$$ - $$$,100
Heathrow Restaurant,London,International,15370,19359,0.7939459682834857,3.0,$,9
Hong Kong,Hamburg,Chinese,2122,3157,0.6721571111815015,4.0,$,5
Bite,Budapest,"American, Fast Food, International, European, Hungarian",2202,2933,0.7507671326287078,5.0,$,1
Michie Sushi Sandyford,Dublin,"Japanese, Sushi, Asian",866,2313,0.37440553393860787,4.5,$$ - $$$,41
Vapiano,Vienna,Italian,422,3953,0.10675436377434859,4.0,$$ - $$$,465
Al Pronto,Brussels,"Italian, Pizza, European",1866,3526,0.5292115711854793,3.5,$$ - $$$,77
Jefrey's,Paris,Meals,8859,16668,0.5314974802015838,4.0,$$ - $$$,18
Sushi Shop,Ixelles,"Japanese, Sushi, Asian",219,243,0.9012345679012346,2.5,$$ - $$$,141
Meet Restaurant Japones,Barcelona,"Japanese, Sushi, Asian",2259,9312,0.242590206185567,4.0,$$ - $$$,117
The Brass Monkey,Edinburgh,"Bar, Pub, British",702,1856,0.37823275862068967,4.0,$$ - $$$,138
Echo Restaurant,Barcelona,"Mediterranean, European",4213,9312,0.4524269759450172,3.5,$$ - $$$,57
Taste Of India,London,"Indian, Asian",12251,19359,0.6328322743943385,3.5,$$ - $$$,24
Casa Madeira,London,"Mediterranean, European, Portuguese, Vegetarian Friendly",3882,19359,0.20052688671935534,4.0,$$ - $$$,281
Thai Spices,Paris,"Thai, Vegetarian Friendly, Vegan Options, Gluten Free Options",333,16668,0.01997840172786177,4.5,$$ - $$$,561
Escobar,Amsterdam,"Bar, Spanish, European",1337,3854,0.3469122989102231,4.0,$$ - $$$,83
Streetwok,Athens,"Fast Food, Asian, Chinese, Fusion",235,2438,0.09639048400328137,4.5,$,93
Jeff’s,Warsaw,"American, Central American, Bar, Grill, Pub",546,3007,0.18157632191553044,4.0,$$ - $$$,187
Adega Do Lagarto,Lisbon,"Portuguese, European",2174,4685,0.464034151547492,4.5,$,13
Berlin_Theke, Berlin,"Cafe, German",72,641,0.11232449297971919,4.0,$$ - $$$,102
O Beco,Lisbon,"Mediterranean, European, Portuguese",333,4685,0.07107790821771612,4.5,$$ - $$$,571
Aperitivo,Paris,Italian,7071,16668,0.4242260619150468,5.0,$$ - $$$,12
Gestrandet An Der Jannowitzbrucke,Berlin,"Bar, Grill, Pub, Cafe, European",4015,7127,0.5633506384172864,4.0,$,12
La Terrasse,Paris,"French, European",7373,16668,0.44234461243100553,4.0,$$ - $$$,44
Chun bo,Frederiksberg,"Chinese, Asian, Sushi",44,212,0.20754716981132076,3.5,$,84
Szybki Lopez,Krakow,"Mexican, Fast Food",517,1589,0.32536186280679674,4.0,$,39
PRL La Pologne,Brussels,"Polish, European",1872,3526,0.5309132161089053,4.5,$,7
Le Tarbouche,Paris,Italian,9558,16668,0.5734341252699784,4.0,$,12
Taberna Las Toreras Madrid,Madrid,Spanish,6774,10890,0.6220385674931129,3.5,$,8
Grazie Assai,London,Italian,13968,19359,0.7215248721524872,5.0,$,1
Tezero,Lisbon,"Contemporary, Portuguese, European",2129,4685,0.4544290288153682,4.0,$$ - $$$,28
Pastelaria Pomarense,Lisbon,"Cafe, European, Portuguese",1441,4685,0.30757737459978657,4.5,$,41
Hostaria La Casetta,Rome,"Italian, Romana, Lazio, Central-Italian",1230,10586,0.11619119591913848,4.0,$,239
Babooshka,Warsaw,"European, Russian, Eastern European, Central European",140,3007,0.046558031260392416,4.0,$$ - $$$,204
Le Magenta,Paris,"French, Bar, European, Cafe, Dining bars",5094,16668,0.30561555075593955,4.0,$$ - $$$,103
Boom Milano,Milan,"Bar, Pub, Brew Pub",2919,7025,0.41551601423487544,4.0,$,97
Hostaria Pizzeria da Baffo,Rome,"Italian, Seafood, Pizza",2651,10586,0.25042508974116756,4.0,$$ - $$$,197
La Magolfa,Milan,"Italian, Pizza, Mediterranean, Vegetarian Friendly",1559,7025,0.22192170818505338,3.5,$,692
Restaurante Campo Alegre/Compadre,Porto,"Local cuisine, Mediterranean, African, Portuguese, Soups, Healthy",296,1900,0.15578947368421053,4.5,$$ - $$$,149
Chopped,Dublin,"Fast Food, Deli",1154,2313,0.4989191526156507,3.5,$,136
Cafe Leonar,Hamburg,"Cafe, Israeli",402,3157,0.12733607855559076,4.0,$$ - $$$,111
Cafe Konigin43,Munich,"Cafe, Healthy, Street Food, Central European",141,3020,0.046688741721854304,4.5,$$ - $$$,155
Tonis Amalfi,London,"Italian, Pizza, Seafood, Mediterranean, European, Vegetarian Friendly",52,19359,0.0026860891574978047,5.0,$$ - $$$,157
Brasserie Gallay,Lyon,French,1163,2705,0.4299445471349353,4.0,$$ - $$$,37
Chakra Cafe,Hamburg,"Bar, Pizza, Middle Eastern, German, Cafe",536,3157,0.169781438074121,4.0,$$ - $$$,56
Jolly Due,Milan,"Italian, Pizza, Seafood, Mediterranean, European",623,7025,0.08868327402135232,4.0,$,230
Shanghai Restaurant,Munich,"Chinese, Asian",2697,3020,0.893046357615894,3.0,$$ - $$$,148
Ponto Azul,Lisbon,,2413,4685,0.5150480256136606,4.5,$,7
Tapas n' Friends,Lisbon,"Bar, International, Mediterranean, Pub, Portuguese",1203,4685,0.2567769477054429,4.5,$$ - $$$,46
CENTRO Coffee Restaurant,Athens,"Mediterranean, Greek, Italian",1297,2438,0.5319934372436423,5.0,$,7
Fish House,London,"Seafood, Fast Food, British",8101,19359,0.4184616974017253,3.5,$$ - $$$,194
Pignon,Paris,"French, Bar, Cafe, Wine Bar",3908,16668,0.23446124310055197,4.5,$$ - $$$,35
Pizzeria di Porta Garibaldi,Milan,"Italian, Pizza, Mediterranean, Lombard, Northern-Italian",937,7025,0.13338078291814948,4.0,$$ - $$$,970
Pasta Pesto,Madrid,"Italian, Pizza",5475,10890,0.5027548209366391,3.5,$,43
Fairuz,London,"Lebanese, Mediterranean, Middle Eastern",3729,19359,0.19262358592902526,4.0,$$ - $$$,220
Restaurace Kulovy Blesk,Prague,"Bar, European, Pub, Czech, Central European",260,5235,0.049665711556829036,4.5,$$ - $$$,412
New Samuel Chinese Takeaway,Edinburgh,"Chinese, Fast Food",1656,1856,0.8922413793103449,2.5,$,20
Dicoeur Restaurant,Paris,"Chinese, Asian",5774,16668,0.34641228701703863,4.0,$$ - $$$,83
Restaurace U Divadla,Prague,"European, Czech",2589,5235,0.49455587392550143,5.0,$,3
Eiscafe San Remo,Hamburg,Italian,2510,3157,0.7950585999366487,4.5,$,8
Restaurant Thai-Magie,Munich,"Asian, Thai, Sushi",2091,3020,0.6923841059602649,3.5,$$ - $$$,12
Aura Lisboa,Lisbon,"Local cuisine, Bar, Mediterranean, European, Portuguese, Contemporary",1124,4685,0.23991462113127002,3.5,$$ - $$$,893
Quinta La Candela,Madrid,Spanish,939,10890,0.08622589531680441,4.5,$$ - $$$,174
Trans Sushi,Oslo,"Japanese, Sushi, Asian",415,1306,0.31776416539050534,4.5,$,38
Scent at Home,Dublin,"Chinese, Asian, Thai",1920,2313,0.8300907911802854,3.0,$,5
Pietersma Snacks,Amsterdam,"Dutch, Fast Food, European, Diner, Street Food",1771,3854,0.45952257394914375,5.0,$,19
Kitchen,London,International,10080,19359,0.5206880520688052,4.5,$,7
Tabernario do Bairro,Lisbon,"Mediterranean, Portuguese",29,4685,0.006189967982924227,5.0,$$ - $$$,107
Vertigo,Brussels,"Deli, Contemporary, Gastropub, European",723,3526,0.2050482132728304,4.0,$$ - $$$,113
Kerameio,Athens,,1015,2438,0.4163248564397047,4.5,$,20
Pizza D'Autore,Barcelona,"Italian, Pizza, Fast Food, European",1543,9312,0.16570017182130584,4.5,$,79
La Guapa Vermuteria,Barcelona,"Spanish, Bar, Pub",2502,9312,0.26868556701030927,4.5,$$ - $$$,44
Bun Bao,Berlin,Asian,961,7127,0.13483934334221973,4.0,$$ - $$$,130
Amal Lebanese and Moroccan Cuisine,London,"Lebanese, Mediterranean",11258,19359,0.5815383025982747,4.0,$,5
Les Comediens,Paris,"Italian, Pizza, European",4991,16668,0.2994360451163907,4.0,$$ - $$$,112
U MACHTU s.r.o,Prague,"European, Czech, Eastern European, Central European",3602,5235,0.6880611270296084,3.0,$$ - $$$,18
Woo Jung,Paris,"Korean, Asian",5647,16668,0.33879289656827455,4.0,$$$$,72
Elliotts London Bridge,London,"European, Spanish, British",9731,19359,0.5026602613771373,4.0,$$ - $$$,22
Blue Bear Restaurant & Bar,Bratislava,"American, International, Steakhouse",120,1199,0.10008340283569642,5.0,$$ - $$$,26
The Canvas Cafe,London,Cafe,280,1819,0.15393073117097306,4.5,$$ - $$$,69
Le baron,Paris,"Lebanese, Middle Eastern, Mediterranean",12629,16668,0.757679385649148,3.0,$,102
Marisqueira Azul - Time Out Market,Lisbon,"Local cuisine, Seafood, Mediterranean, Portuguese",1507,4685,0.3216648879402348,3.5,$$ - $$$,218
Yo Sushi,London,"Japanese, Sushi, Asian",12510,19359,0.6462110646211064,3.5,$,12
Baker & Spice - Chelsea,London,"Cafe, British, Vegetarian Friendly, Gluten Free Options, Vegan Options",7526,19359,0.3887597499870861,3.5,$$ - $$$,94
La Bodega De Casanova,Madrid,,5193,10890,0.4768595041322314,4.0,$,24
Restaurante Crono Cristalia,Madrid,"Mediterranean, Spanish",9724,10890,0.8929292929292929,2.5,$$ - $$$,30
Carlsberg Platz,Milan,"Italian, European, Seafood, Mediterranean",1618,7025,0.2303202846975089,4.0,$$ - $$$,227
